"","kf_th","Model","variable","Slpe","Inte","Rsqr","MAE","MAPE","SMAPE","MSE","RMSE"
"1",1,"mRF","Cab",0.973576464696406,1.19128284240925,0.996589520246323,1.15693643045311,0.0335335528158546,0.0339802177712928,2.55078024595413,1.59711622806674
"2",1,"mRF","Car",0.416700265058794,16.1707804766738,0.74034186548222,2.49981659292675,0.0963740968254453,0.0950809341504747,10.1356970167158,3.18366094562782
"3",1,"mRF","Cw",0.520953713073212,0.008424669501233,0.747430671111675,0.0017940561101321,0.110227437160418,0.107529031938431,4.65619010321745e-06,0.00215782068374957
"4",1,"mRF","Cm",0.713518221919193,0.0046152836310593,0.843121092821273,0.00176304875703629,0.111465957141984,0.109630363569789,5.05572125206875e-06,0.00224849310696492
"5",1,"mRF","LAI",0.617003202401745,1.92540040840799,0.664142130597192,0.972707406212227,0.348237038182025,0.259367649977252,1.30708684133884,1.14327898666023
"6",2,"mRF","Cab",0.971629112224,1.15865854275985,0.996552515595824,1.16707530544534,0.0307828653425808,0.0311965999288691,2.53434402342017,1.59196231846742
"7",2,"mRF","Car",0.406555641517278,15.8976688375495,0.800524165627783,2.11987362859598,0.0817891414369487,0.0811461114047297,7.21728637486156,2.68650076770165
"8",2,"mRF","Cw",0.520858854486933,0.00822537989861886,0.734476403365072,0.00184277618132901,0.111742799388959,0.109126156926839,5.07185750262675e-06,0.00225207848500596
"9",2,"mRF","Cm",0.690932060973543,0.00536139912727305,0.810502638329831,0.00190705708566976,0.1249058999388,0.122751034350012,5.7854848612449e-06,0.00240530348630789
"10",2,"mRF","LAI",0.608246454771904,1.93777376094421,0.670275717767129,0.92692102149745,0.305348776738452,0.239327897739089,1.20586805356976,1.09812023639024
"11",3,"mRF","Cab",0.968755204113432,1.37968592165839,0.994821448230659,1.32337528966053,0.0332810569852734,0.0333052055608535,3.50358320095493,1.87178609914566
"12",3,"mRF","Car",0.41943219900737,15.7284103458063,0.738010218549225,2.5619535267417,0.0983223241423597,0.0973245535914794,10.3286609416642,3.21382341482294
"13",3,"mRF","Cw",0.520202822764439,0.00852462245800252,0.769870743839703,0.00164870004895166,0.098579884596976,0.0964407967083573,4.20353368134833e-06,0.00205025210190072
"14",3,"mRF","Cm",0.727248170854229,0.00447095872045608,0.833170952590793,0.00185583472489632,0.119209966079543,0.117571673004119,5.52696787962103e-06,0.00235095042049402
"15",3,"mRF","LAI",0.588275568176141,2.08236561145602,0.655271212713397,0.920566339665049,0.312194956560564,0.236604246746946,1.18965418992757,1.09071269816005
"16",4,"mRF","Cab",0.959214477732513,1.77702893219138,0.995342006158198,1.31354419517806,0.0360759817716105,0.0367538343989686,3.3134257638645,1.82028178144608
"17",4,"mRF","Car",0.425434594927494,15.5826072408272,0.759937968659918,2.50421966654755,0.0970945734259121,0.095834654553133,9.54772631841501,3.08993953313249
"18",4,"mRF","Cw",0.49488212318744,0.00858183395833961,0.738113940997208,0.00179193115644254,0.10897977657978,0.106415265775529,4.83261052182641e-06,0.00219831993163561
"19",4,"mRF","Cm",0.700997988184235,0.00514350103052563,0.804812614405607,0.00196966314463466,0.129367511705062,0.126465653678374,5.99884894348008e-06,0.00244925477308509
"20",4,"mRF","LAI",0.596623741517523,2.01725025208994,0.653849448610827,0.961225575049297,0.328125879349983,0.252556858925923,1.30094376428646,1.14058921803008
"21",5,"mRF","Cab",0.971990925185109,1.29101859089304,0.99607838832649,1.16836988245204,0.0306379242008047,0.0312564839508576,2.62682460363494,1.62074816169414
"22",5,"mRF","Car",0.399557901275239,16.1169842655949,0.723487198161484,2.55846637167813,0.0991431717723767,0.0977823837116378,10.3362180993345,3.21499892680145
"23",5,"mRF","Cw",0.516076053330163,0.00844850918435244,0.712776836161806,0.00191759463673689,0.118972447481746,0.11538933068786,5.39199098325491e-06,0.00232206610225784
"24",5,"mRF","Cm",0.688181870736971,0.00522732309983644,0.818574470503467,0.00188558685417613,0.123639085294911,0.121341651745813,5.47822585841147e-06,0.00234056101360581
"25",5,"mRF","LAI",0.617779787094813,1.89018422617464,0.683311503121071,0.945748238641614,0.334562243076559,0.253976464909032,1.21674549398907,1.10306187223975
