"","kf_th","Model","variable","Slpe","Inte","Rsqr","MAE","MAPE","SMAPE","MSE","RMSE"
"1",1,"ann","Cab",0.939990252652761,0.682648757788729,0.985737002032784,2.56785359223444,0.138604962681399,0.088809195338351,10.8793987908242,3.2983933650831
"2",1,"ann","Car",0.917115766949361,2.43983366474098,0.914519407201748,2.7202860457361,0.111902794593245,0.108342392688305,11.5068758226963,3.39217862482157
"3",1,"ann","Cw",0.976831211701893,0.000358990903482917,0.970819657351948,0.00084180687655878,0.0572985566397064,0.0561344514148648,1.46002534623104e-06,0.00120831508565897
"4",1,"ann","Cm",0.966618237780259,0.000187546105499645,0.962802651190764,0.000920711502992904,0.0649440605309981,0.0643158703402947,1.71520572322764e-06,0.00130965862850884
"5",1,"ann","LAI",0.894816478871824,0.590302393060887,0.835020430664258,0.747376557463297,0.177551794417109,0.162094767654204,1.00781492381816,1.00389985746495
"6",2,"ann","Cab",0.962439698737868,0.831808739999167,0.968890891308183,3.93341067555849,0.206017094693721,0.150017159502929,26.1352158885196,5.11226132826948
"7",2,"ann","Car",0.892761523218452,2.18258380202866,0.925191325996324,2.56339927425761,0.124809781480901,0.117782535155493,11.4817488110018,3.38847293201551
"8",2,"ann","Cw",0.964041679179254,0.000529396293139658,0.973946418251288,0.000893941484465763,0.062170185331774,0.0616699677009271,1.31405759924292e-06,0.0011463235142153
"9",2,"ann","Cm",0.935580438740896,0.00146605523947858,0.955061483564804,0.00109091156779809,0.0776630118671206,0.0766490086311819,2.11831270090564e-06,0.00145544244163266
"10",2,"ann","LAI",0.878847444046045,0.550849138713874,0.860406804049836,0.767846400952061,0.23354233876042,0.197989600539372,0.858662688072536,0.926640538759521
"11",3,"ann","Cab",1.00492295238722,-1.14091806833979,0.983224393383396,2.65037256599736,1.85885020968135,0.115890578763862,12.3799323335999,3.51851280139776
"12",3,"ann","Car",0.897700215166926,2.87231608526851,0.914292544255833,2.99997596740583,0.142390833307232,0.137000925781102,13.8874564498173,3.72658777567593
"13",3,"ann","Cw",0.991635819257646,0.000504196369330054,0.959278203670585,0.000998131047704863,0.0709249583029852,0.0726239396852886,2.0736407581694e-06,0.00144001415207261
"14",3,"ann","Cm",0.987728671762961,-0.000218802939185439,0.968294645471135,0.00101266543477954,0.0767468517823888,0.0755765091333136,1.70018467162734e-06,0.00130391129745368
"15",3,"ann","LAI",0.859797775724047,0.423892508753831,0.8424508301115,0.745113514368201,0.185189692318046,0.170335752680424,0.920515883654009,0.959435189918532
"16",4,"ann","Cab",0.996469942724247,1.08999122900629,0.979578888467163,2.533243705348,0.0732069517281686,0.0742023517036847,12.0729443497293,3.47461427351717
"17",4,"ann","Car",0.925041598359593,2.05641536823653,0.909013070524289,2.97798915836138,0.138367215380118,0.131557515760114,13.8272624663131,3.7185027183415
"18",4,"ann","Cw",0.954682859634817,0.000792084844418597,0.973074233759812,0.00074772792998652,0.0526827766877329,0.0541164982964893,1.28280168243707e-06,0.00113260835350843
"19",4,"ann","Cm",0.982582674968971,0.000209687944552006,0.972950908173927,0.000954324253858363,0.0812733736069502,0.0786036507934023,1.53863184043021e-06,0.00124041599491066
"20",4,"ann","LAI",0.954802281375753,0.505388611783599,0.876090345956881,0.633650828774302,0.141055317044768,0.130106910084176,0.748671982030665,0.865258332540441
"21",5,"ann","Cab",0.995809035828798,0.0323482646473963,0.981142016733008,2.66335940521495,0.0719759758998186,0.0686593327790559,13.1561999819962,3.6271476371932
"22",5,"ann","Car",0.903750767609201,2.82556423601043,0.916706171600684,2.54873086131385,0.122641281069072,0.114626770762763,12.8853729954627,3.58962017426115
"23",5,"ann","Cw",0.999130544217021,0.000327910016848884,0.975969720971764,0.000839775654876319,0.0630974255437106,0.0640983632775304,1.37339975938068e-06,0.0011719213964173
"24",5,"ann","Cm",0.96405208239854,0.000553354727264058,0.959656210991856,0.00101437906034814,0.0710075180864687,0.0715028192210004,1.94141078771581e-06,0.00139334517895452
"25",5,"ann","LAI",0.811303763423258,0.640617137606922,0.885223465088762,0.648735354747036,0.171481197815668,0.158065636069828,0.682318357188042,0.826025639546402
