"","Cab","Cw","LAI","Cm","Car","SCE_Cab","SCE_Cw","SCE_LAI","SCE_Cm","SCE_Car","LBFGSB_Cab","LBFGSB_Cw","LBFGSB_LAI","LBFGSB_Cm","LBFGSB_Car","SCE_iter","LBFGSB_fncall"
"1",37.0571062544175,0.0157612708305345,5.43164307887562,0.0187684306432372,12.8280740679322,37.0570966883243,0.0157612721202379,5.43164213444581,0.0187684146222434,12.8280601219148,41.2933001456031,0.0152790637851254,6.11267418848306,0.025217778680764,33.7980371012726,43,13
"2",27.0579995985811,0.0205365822228966,6.13441846473541,0.0211278745975398,19.9099697529023,27.0580042476305,0.0205365913390157,6.13440311630985,0.0211278715109531,19.9099727719107,32.6319011280879,0.028761379237477,3.12240281521779,0.0251352026507445,33.5135964801072,34,55
"3",79.9887171573957,0.0198570767006649,5.63695146924069,0.00691350122706996,12.9281340609495,79.9887277683934,0.0198570772615509,5.63695006599387,0.00691350153028819,12.9280850300824,42.5762486636422,0.0160381721830066,9.5,0.005,33.8109557514253,40,63
"4",55.4593575571813,0.0170604541056694,2.48169604417516,0.0122326588638187,30.5516082453162,55.4593629948701,0.0170604644912234,2.48169506734455,0.0122326565808833,30.551628146294,41.2944372761525,0.00808077770159226,6.11192969762089,0.0133342778406847,33.7980631018827,39,23
"5",67.9386234149861,0.0157318392001715,5.03380956514727,0.0160176262706718,23.3196942095626,67.9386219976148,0.0157318395186004,5.03381088924608,0.0160176264340676,23.3196453420046,41.2961189187476,0.0139002016771659,6.11375239970431,0.005,33.7981002105676,35,20
"6",77.3347788125691,0.01748099484259,4.87531644394628,0.0228599433809237,35.4584409711124,77.3347744971869,0.0174809880464694,4.87532221344012,0.0228599535267326,35.4585166269245,41.2960793942378,0.0151408544960408,6.11393669932316,0.00605143258634638,33.7980991202476,33,29
"7",63.4761004292673,0.0121780086670723,4.17159963768101,0.0200022006840345,29.9107215120865,63.4761074239589,0.0121780083782012,4.17160002724256,0.0200022039949917,29.9108420253802,41.2952702723788,0.0107535711675667,6.11262628552738,0.00999297818261782,33.7980824200059,35,29
"8",70.209386836417,0.0194386763108457,2.99229877555525,0.0158636299763962,28.6886159531919,70.2094116621602,0.0194386834724609,2.99229758656656,0.0158636353164457,28.6886879029985,41.2952396144713,0.0124072164401375,6.11304904547235,0.00804897931331291,33.7980808507603,35,55
"9",49.9741136380759,0.0188546131070753,4.29797119681753,0.016887171168577,20.6904202918332,49.9741098653175,0.0188546045855691,4.29797424645542,0.0168871718085215,20.6903931149961,41.2946590449607,0.0163237972679182,6.11338048249284,0.0134327059265133,33.7980692318234,35,43
"10",55.0347271137704,0.0242747007934329,4.35834365289193,0.0191563047983071,24.012061091072,55.0347342053592,0.0242747152033918,4.3583367309855,0.0191562895914815,24.0120584225481,41.2947868543422,0.0206082426684482,6.11411158892088,0.0118534808824936,33.7980737625167,39,21
