"","Trait","SCE_optim_3","SCE_optim_4","SCE_optim_5","LBF_optim_3","LBF_optim_4","LBF_optim_5"
"1","Cab",14.1428449255458,2.80420486612307,4.40605508802645e-05,23.6219247576145,23.4847824951003,23.9718040704582
"2","Cw",3.69420606768387,1.152500527231,5.09828035533398e-05,15.4706238937029,10.366494039396,9.32391623969927
"3","LAI",14.7984833335879,3.11116333227354,0.000167204161766865,32.260573872104,31.9036606843894,30.7292975899703
"4","Cm",NA,2.08681596500848,8.43016259016472e-05,NA,17.9805004813484,17.6342593405035
"5","Car",NA,NA,0.000340221904994062,NA,NA,40.7099874359824
