"","Cab","Cw","LAI","SCE_Cab","SCE_Cw","SCE_LAI","LBFGSB_Cab","LBFGSB_Cw","LBFGSB_LAI","SCE_iter","LBFGSB_fncall"
"1",37.0571062544175,0.0157612708305345,5.43164307887562,34.4950101333693,0.0205020325719812,3.38641222616,41.2931950520616,0.015572882686196,6.11247818256298,15,23
"2",27.0579995985811,0.0205365822228966,6.13441846473541,22.9619361122953,0.0227226974207953,4.01333284437879,26.6862387872759,0.03,2.83649455681667,15,44
"3",79.9887171573957,0.0198570767006649,5.63695146924069,80.6410945995226,0.0190288387167297,7.47613627096638,43.07770369778,0.017137691584569,9.5,18,32
"4",55.4593575571813,0.0170604541056694,2.48169604417516,50.9674321573933,0.0158713631277821,2.70410192446078,41.2931093264982,0.00869391959483753,6.1082547503794,19,46
"5",67.9386234149861,0.0157318392001715,5.03380956514727,65.9943298578914,0.0197895890112517,3.43945550208281,49.1404667452112,0.0133794097527733,9.49992922450823,18,51
"6",77.3347788125691,0.01748099484259,4.87531644394628,68.5490877994673,0.0237285670753218,3.02454570128438,41.2934779588516,0.0152710252289536,6.11285988216159,16,20
"7",63.4761004292673,0.0121780086670723,4.17159963768101,58.3245314221796,0.0175979617850598,2.97195546361725,41.2937169793165,0.010818003360463,6.11050099530422,15,45
"8",70.209386836417,0.0194386763108457,2.99229877555525,63.5862984221187,0.0208185493892035,2.83054304502445,42.9688251245012,0.0117707546652894,7.85992395482732,16,35
"9",49.9741136380759,0.0188546131070753,4.29797119681753,46.4670798916522,0.0219672241961732,3.3651690240564,41.2932819638295,0.0161203420702122,6.11263157628255,20,45
"10",55.0347271137704,0.0242747007934329,4.35834365289193,49.4492063904716,0.0274876098685892,3.30738010705162,41.2930315233316,0.0201860572117462,6.11350423079613,17,11
"11",66.7095857880562,0.0212817378988585,5.84845824455429,57.9327527307711,0.0275700350963876,3.12085359848153,42.3736983858572,0.0185735927470484,6.90088919924528,18,60
"12",37.1758879379783,0.0216694305078173,4.23683498598027,33.44244996055,0.0232181442855855,3.61891253886419,39.2169241585633,0.03,2.67415151135822,16,25
"13",55.0054611614325,0.0151948259846258,5.34268100363939,49.2165019451072,0.0215229646185792,3.11070075256149,41.2931726837182,0.0146244919343032,6.11200017055747,19,25
"14",37.1723919541344,0.0202304776442486,5.89528624593981,33.1950522624616,0.0236291996461851,3.69469103281683,37.6155497445446,0.03,2.79071859849677,15,38
"15",49.7894608855719,0.0199404006618388,6.0150759449084,51.1313396952408,0.0197386489833969,6.68801013868636,42.9968583945982,0.0186212941740903,9.5,19,32
"16",58.4720679347428,0.0209316881339099,4.44219284993172,56.0656905140295,0.0230563734805814,3.64918149135235,41.2935621539815,0.0176773699681982,6.11338275003769,17,13
"17",29.3423839603458,0.015259222141941,4.49576203109202,27.0332962034212,0.0172008570763437,3.81236419575032,27.4849122061879,0.0177391617636395,3.66134259767451,17,72
"18",58.367552917921,0.0123464943104756,4.64993268196635,51.868544115196,0.0191246556161959,2.94203564121231,41.2932212772062,0.0120303459765519,6.11046452290901,18,24
"19",62.1315102622008,0.0134798530714179,5.4508040502811,59.9819392099114,0.0185055876808663,3.33506003119697,41.2938783934259,0.0127622707551732,6.11215422969667,17,45
"20",57.4075241941468,0.0110403546131906,5.91147433564563,55.2700645556037,0.0168261042893773,3.25231968158275,41.2936688850243,0.0113205275536966,6.11071827788451,17,20
"21",51.7093952414159,0.0214418772802981,5.0672155182871,48.9383055341245,0.0242896781232032,3.69955995276748,41.255176931626,0.0197594608016408,5.52446842404537,14,39
"22",33.2362811141585,0.0218650060662757,7.17174489124365,27.1338945966141,0.0254819878011145,3.62382789317188,27.1494898273284,0.0255426794742305,3.61204917565736,16,70
"23",30.1779045956565,0.018826020381774,4.83442972998388,24.4119168892597,0.0219087756760674,3.57173392676605,24.6559248034619,0.0223094603552107,3.48949875105315,16,63
"24",53.0289728224869,0.0146367420744577,4.30954646372196,47.6463941422044,0.0197776516401232,3.06875444881021,40.6641292446865,0.0155304064180111,4.20753717429603,15,43
"25",67.7893319899028,0.0216169055506791,6.00840323918122,66.3817517525113,0.023524989924151,4.35477666576287,43.1459146593752,0.0186563900907873,9.5,17,36
"26",38.7535110008646,0.0218849687064147,4.84817661206721,33.8732729105252,0.0248103863593168,3.53586929469033,37.3910922466684,0.03,2.83845552185769,20,41
"27",44.8783165360911,0.0169608403336997,6.14132380083457,42.8923783678873,0.0207918744931236,3.7103849893099,40.3649149616423,0.0191031302059869,4.22955167169411,19,41
"28",41.803369782635,0.0162876031455865,7.33477682442419,40.513979766187,0.0178521916689091,4.85748859098327,41.2932025293427,0.0165040997240697,6.11255430351355,17,47
"29",39.094389975949,0.0181535070870578,4.15523027258786,34.2428847869066,0.0219602139142354,3.19456277572037,41.2932986821942,0.0159885323525744,6.11267134024431,17,12
"30",39.3607463801483,0.0121938168165438,5.55497898677894,38.9465035279479,0.014743966311898,4.03712010280579,41.2927294006219,0.0122246424059998,6.11008684203112,17,18
