"","trait","slope","inter","Rsqur","RMSE","MAE","MAPE","Mean","std"
"1","Cab",1.01566477822097,-1.03737372214023,0.993542887409141,1.65456041931886,1.24894472050182,3.90130707024409,45.0000244290237,20.2122999777059
"2","Car",0.977640986004665,0.627687740263879,0.973147471972697,1.64080741471096,1.23993065622648,7.36726888963478,22.4999379181393,10.1061168689751
"3","Cw",1.02186930907362,-0.000421988917074924,0.965069572282378,0.000561213788740525,0.00039459893475839,2.91494523933281,0.0149999897989816,0.0028874847779184
"4","Cm",1.00081200237635,2.43744945967761e-05,0.967105672605937,0.000532819634564984,0.000388510678935785,2.67768313856295,0.0149999885196082,0.00288744381195639
"5","LAI",1.00134116778198,0.0148164435474008,0.965904152222578,0.353009285142265,0.292285879039307,10.982175119997,3.75001502922108,1.87685055663333
