The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", pgf_name "plant growth form", pgf_genname "gen. plant growth form", pgf_valid "record validity", ref_refname "reference", or_origrefname "original reference" FROM (SELECT r_pgf.pgf_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_pgf.pgf_genname, r_pgf.pgf_valid, r_pgf.ref_refname, r_pgf.or_origrefname, r_pgf.pgf_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pgf_orf.pgf_sbsnumber, pgf_orf.pgf_name, pgf_orf.pgf_genname, pgf_orf.pgf_valid, r.ref_refname, pgf_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pgf.pgf_sbsnumber, pgf.pgf_name, pgf.pgf_genname, pgf.pgf_valid, pgf.pgf_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS pgf_sbsnumber, plantgrowthformname AS pgf_name, genplantgrowthformname AS pgf_genname, valid AS pgf_valid, referenceid AS pgf_referenceid, originalreference AS pgf_origreferenceid FROM (SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, sbsnumber, taxonid, referenceid, originalreference, batchid, p_comment, plantgrowthformtypeid, genplantgrowthformtypeid, plantgrowthformname, genplantgrowthformname
FROM
	(SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, taxonid, referenceid, originalreference, batchid, p_comment, a.plantgrowthformtypeid, a.plantgrowthformtypename AS plantgrowthformname, b.plantgrowthformtypename AS genplantgrowthformname, b.plantgrowthformtypeid AS genplantgrowthformtypeid
	FROM
		(SELECT * FROM PLANTGROWTHFORM NATURAL join PLANTGROWTHFORMTYPE_LV) a
		join
		PLANTGROWTHFORMTYPE_LV b
		ON a.plantgrowthformtypeid - MOD(a.plantgrowthformtypeid,100) = b.plantgrowthformtypeid
	)
	NATURAL join
	TAXONTOSBSASSIGNMENT WHERE valid IN (-2, 1))) pgf FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pgf.pgf_origreferenceid = orf.or_origrefid) pgf_orf ON r.ref_referenceid = pgf_orf.pgf_referenceid) r_pgf ON sbs.sbs_sbsnumber = r_pgf.pgf_sbsnumber)
on Mon Apr 26 11:04:46 CEST 2010 .

SBS number;SBS name;plant growth form;gen. plant growth form;record validity;reference;original reference
21349;Coronilla vaginalis;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21307;Galega officinalis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21294;Lathyrus aphaca;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21294;Lathyrus aphaca;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16543;Saponaria ocymoides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16523;Honkenya peploides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16523;Honkenya peploides;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16521;Herniaria glabra;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16521;Herniaria glabra;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16496;Minuartia hybrida;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16485;Minuartia cherlerioides;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16473;Cerastium diffusum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16472;Dianthus gratianopolitanus;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16443;Cucubalus baccifer;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27858;Plantago alpina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27852;Littorella uniflora;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27852;Littorella uniflora;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27843;Plantago maritima;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
11050;Senecio rupestris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
11050;Senecio rupestris;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
11005;Petasites albus;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10896;Picris echioides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10896;Picris echioides;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10826;Logfia gallica;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10587;Sonchus oleraceus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10587;Sonchus oleraceus;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10586;Sonchus arvensis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
10586;Sonchus arvensis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21241;Dorycnium pentaphyllum s. germanicum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
21198;Astragalus cicer;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23642;Mentha suaveolens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23588;Salvia glutinosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23573;Lamium amplexicaule;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23489;Galeopsis angustifolia;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23487;Dracocephalum ruyschiana;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23469;Teucrium botrys;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23469;Teucrium botrys;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23362;Teucrium montanum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23279;Hypericum elodes;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23277;Hypericum elegans;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23252;Hypericum humifusum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23252;Hypericum humifusum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23250;Hypericum hirsutum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23241;Hypericum montanum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16247;Moehringia trinervia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16247;Moehringia trinervia;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16243;Minuartia viscosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16243;Minuartia viscosa;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16237;Minuartia stricta;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16231;Sagina subulata;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16231;Sagina subulata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16230;Sagina procumbens;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16230;Sagina procumbens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16221;Polycarpon tetraphyllum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16129;Dianthus deltoides;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
16129;Dianthus deltoides;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18803;Cuscuta suaveolens Ser.;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18803;Cuscuta suaveolens Ser.;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18799;Cuscuta epithymum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18799;Cuscuta epithymum;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18723;Fumana procumbens;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18679;Helianthemum apenninum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18656;Helianthemum canum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18610;Helianthemum nummularium s. glabrum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18499;Tuberaria guttata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22875;Gentiana pneumonanthe;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22866;Blackstonia perfoliata s. perfoliata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22863;Swertia perennis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22862;Gentiana pannonica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22851;Gentiana nivalis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22830;Gentiana purpurea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22828;Gentiana punctata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22823;Centaurium pulchellum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22807;Hieracium valdepilosum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22779;Blackstonia perfoliata s. serotina;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22754;Gentiana utriculosa;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22746;Gentianella uliginosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22719;Gentianella tenella;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22708;Gentiana verna;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22708;Gentiana verna;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22680;Erodium moschatum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22676;Erodium ciconium;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22675;Erodium cicutarium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22675;Erodium cicutarium;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30958;Alchemilla strigosula;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30956;Alchemilla sinuata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30948;Cydonia oblonga;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30932;Cotoneaster integerrimus;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30927;Potentilla erecta;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30919;Potentilla caulescens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30897;Potentilla rhenana;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30894;Potentilla pusilla;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30887;Potentilla intermedia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30842;Rosa gallica;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
30831;Rosa vosagiaca;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18283;Sedum telephium;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18283;Sedum telephium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18278;Sedum spurium;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18275;Sedum sexangulare;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18260;Sedum rubens;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18216;Sedum dasyphyllum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18202;Sedum atratum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18202;Sedum atratum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18195;Sedum annuum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18184;Sedum alpestre;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18182;Sedum album;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18178;Sedum acre;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18168;Rhodiola rosea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18116;Crassula tillaea;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18112;Crassula aquatica;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18083;Corylus avellana;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18027;Salicornia ramosissima;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
18023;Salicornia prostrata;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27421;Aconitum variegatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27363;Anemone sylvestris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27359;Anemone ranunculoides;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27355;Anemone nemorosa;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27336;Adonis flammea;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27328;Adonis aestivalis;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27324;Actaea spicata;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27324;Actaea spicata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27310;Clematis alpina;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27310;Clematis alpina;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27293;Caltha palustris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27254;Aquilegia atrata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27205;Clematis vitalba;Liana;Liana;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27205;Clematis vitalba;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27203;Clematis recta;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27156;Aquilegia vulgaris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
27129;Pulsatilla alpina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22631;Geranium pyrenaicum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22612;Hieracium villosum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22593;Geranium rotundifolium;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22592;Geranium robertianum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22592;Geranium robertianum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22590;Geranium pusillum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22589;Geranium pratense;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22588;Geranium phaeum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22587;Geranium palustre;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22585;Geranium molle;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22584;Geranium lucidum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22584;Geranium lucidum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
22583;Geranium dissectum;Therophyte;Therophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23219;Hypericum pulchrum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23212;Hypericum perforatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23203;Hypericum tetrapterum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23153;Juglans regia;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23138;Ribes uva-crispa;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23132;Ribes spicatum;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23126;Ribes rubrum;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23124;Ribes petraeum;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23122;Ribes nigrum;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23116;Ribes alpinum;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23091;Gentiana acaulis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23087;Gentianella bohemica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23084;Gentiana bavarica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
23084;Gentiana bavarica;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ellenberg, H.(1992): Zeigerwerte von Pflanzen in Mitteleuropa
