The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", m_methodname "general method", sbs_sbsname "SBS name", bra_typename "branching", bra_valid "valid", ref_refname "reference", or_origrefname "original reference" FROM (SELECT bra_m.bra_typename, sbs.sbs_sbsnumber, bra_m.m_methodname, sbs.sbs_sbsname, bra_m.bra_valid, bra_m.ref_refname, bra_m.or_origrefname, bra_m.bra_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_bra.bra_sbsnumber, r_bra.bra_typename, m.m_methodname, r_bra.bra_valid, r_bra.ref_refname, r_bra.or_origrefname FROM (SELECT bra_orf.bra_sbsnumber, bra_orf.bra_typename, bra_orf.bra_methodid, bra_orf.bra_valid, r.ref_refname, bra_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bra.bra_sbsnumber, bra.bra_typename, bra.bra_methodid, bra.bra_valid, bra.bra_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS bra_sbsnumber, branchingtypename AS bra_typename, methodid AS bra_methodid, valid AS bra_valid, referenceid AS bra_referenceid, origreferenceid AS bra_origreferenceid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, branchingtypeid, created_when, updated_when, valid, validsince, validuntil, ledaid, case when branchingtypeid = 0 then 'unknown' when branchingtypeid = 1 then 'yes' when branchingtypeid = 2 then 'no' else NULL end as branchingtypename, branchingid
from branching natural join taxontosbsassignment WHERE valid IN (-2, 1))) bra FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON bra.bra_origreferenceid = orf.or_origrefid) bra_orf ON r.ref_referenceid = bra_orf.bra_referenceid) r_bra LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_bra.bra_methodid = m.m_methodid) bra_m ON sbs.sbs_sbsnumber = bra_m.bra_sbsnumber)
on Mon Apr 26 11:00:36 CEST 2010 .

SBS number;general method;SBS name;branching;valid;reference;original reference
22218;observation (like obvious taxonomical traits);Melilotus officinalis;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22262;observation (like obvious taxonomical traits);Lathyrus ochrus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
19844;observation (like obvious taxonomical traits);Lathyrus tingitanus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
19845;observation (like obvious taxonomical traits);Lathyrus tuberosus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
19846;observation (like obvious taxonomical traits);Lathyrus venetus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25228;observation (like obvious taxonomical traits);Myriophyllum alterniflorum;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25229;observation (like obvious taxonomical traits);Myriophyllum brasiliense;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25231;observation (like obvious taxonomical traits);Myriophyllum heterophyllum;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25232;observation (like obvious taxonomical traits);Myriophyllum spicatum;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25234;observation (like obvious taxonomical traits);Myriophyllum verticillatum;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25253;observation (like obvious taxonomical traits);Nuphar lutea;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25256;observation (like obvious taxonomical traits);Nuphar pumila;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25260;observation (like obvious taxonomical traits);Nymphaea alba;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25264;observation (like obvious taxonomical traits);Nymphaea candida;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22303;observation (like obvious taxonomical traits);Lathyrus annuus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22435;observation (like obvious taxonomical traits);Quercus ilex;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22443;observation (like obvious taxonomical traits);Quercus palustris;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22445;observation (like obvious taxonomical traits);Quercus petraea;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22449;observation (like obvious taxonomical traits);Quercus pubescens;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
22457;observation (like obvious taxonomical traits);Quercus robur;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
20999;observation (like obvious taxonomical traits);Lathyrus inconspicuus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
21002;observation (like obvious taxonomical traits);Lathyrus latifolius;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25316;observation (like obvious taxonomical traits);Myrica gale;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
14842;observation (like obvious taxonomical traits);Lobelia erinus;no;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
14880;observation (like obvious taxonomical traits);Jasione montana;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
15045;observation (like obvious taxonomical traits);Campanula rotundifolia;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
15083;observation (like obvious taxonomical traits);Campanula rapunculus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
29983;observation (like obvious taxonomical traits);Sorbus mougeotii;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
30014;observation (like obvious taxonomical traits);Sorbus intermedia;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
30045;observation (like obvious taxonomical traits);Malus domestica;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
25549;observation (like obvious taxonomical traits);Fumaria officinalis;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
23861;observation (like obvious taxonomical traits);Galeopsis speciosa;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
13809;observation (like obvious taxonomical traits);Sisymbrium strictissimum;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
13926;observation (like obvious taxonomical traits);Sisymbrium austriacum;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
13930;observation (like obvious taxonomical traits);Sisymbrium loeselii;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
29288;observation (like obvious taxonomical traits);Rosa pimpinellifolia;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
29316;observation (like obvious taxonomical traits);Prunus spinosa;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
29369;observation (like obvious taxonomical traits);Malus sylvestris;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
24189;observation (like obvious taxonomical traits);Lamium maculatum;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
24228;observation (like obvious taxonomical traits);Galeopsis pubescens;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
26836;observation (like obvious taxonomical traits);Ranunculus montanus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
20506;observation (like obvious taxonomical traits);Lathyrus odoratus;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
17328;observation (like obvious taxonomical traits);Arenaria procera s. procera;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
29544;observation (like obvious taxonomical traits);Sorbus latifolia;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
18911;observation (like obvious taxonomical traits);Convolvulus arvensis;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
18945;observation (like obvious taxonomical traits);Calystegia sepium;yes;1;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types;Barkman, J.J.(1988): New systems of plant growth forms and phenological plant types
37560;unknown;Eriophorum vaginatum;no;1;Wein, R. W.(1973): Biological flora of the british isles. Eriophorum vaginatum L. [61];Wein, R. W.(1973): Biological flora of the british isles. Eriophorum vaginatum L. [61]
17842;unknown;Chenopodium album;yes;1;BIOPOP April 2005;Williams, J.T. (1963): Biological Flora of the British Isles. [51(3)]
13207;unknown;Descurainia sophia;yes;1;Best, K. F.(1977): The biology of canadian weeds. 22. Descurania sophia (L.) Webb [57];Best, K. F.(1977): The biology of canadian weeds. 22. Descurania sophia (L.) Webb [57]
811;unknown;Acer campestre;yes;1;Jones, E. W.(1944): Biological flora of the British Isles: Acer campestre L. [32];Jones, E. W.(1944): Biological flora of the British Isles: Acer campestre L. [32]
1916;unknown;Anthriscus sylvestris;yes;1;BIOPOP April 2005;Darbyshire, S. J.(1999): The biology of Canadian weeds. 111. Anthriscus sylvestris (L.) Hoffm. [79(4)]
12848;unknown;Capsella bursa-pastoris;no;1;BIOPOP April 2005;Aksoy, A.(1998): Biological flora of the British Isles: Capsella bursa-pastoris (L.) Medikus (Thlaspi bursa-pastoris L., Bursa bursa-pastoris (L.) Shull, Bursa pastoris (L.) Weber). [86]
12848;unknown;Capsella bursa-pastoris;yes;1;BIOPOP April 2005;Aksoy, A.(1998): Biological flora of the British Isles: Capsella bursa-pastoris (L.) Medikus (Thlaspi bursa-pastoris L., Bursa bursa-pastoris (L.) Shull, Bursa pastoris (L.) Weber). [86]
27542;unknown;Rumex obtusifolius;yes;1;BIOPOP April 2005;Cavers, P. B. (1964): Biological flora of the British Isles: Rumex obtusifolius und Rumex crispus. [52(3)]
2439;unknown;Ilex aquifolium;yes;1;BIOPOP April 2005;Peterken, G. F. (1967): Biological flora of the British Isles: Ilex aquifolium L. [55]
11752;unknown;Impatiens parviflora;no;1;BIOPOP April 2005;Coombe, D. E. (1956): Biological flora of the British Isles: Impatiens parviflora DC. [44(2)]
11752;unknown;Impatiens parviflora;yes;1;BIOPOP April 2005;Coombe, D. E. (1956): Biological flora of the British Isles: Impatiens parviflora DC. [44(2)]
9651;unknown;Leucanthemum vulgare;yes;1;BIOPOP April 2005;Howarth, S. E. (1968): Biological flora of the British Isles: Chrysanthemum leucanthemum L. [56(2)]
9651;unknown;Leucanthemum vulgare;no;1;BIOPOP April 2005;Howarth, S. E. (1968): Biological flora of the British Isles: Chrysanthemum leucanthemum L. [56(2)]
9651;unknown;Leucanthemum vulgare;yes;1;BIOPOP April 2005;Howarth, S. E. (1968): Biological flora of the British Isles: Chrysanthemum leucanthemum L. [56(2)]
9651;unknown;Leucanthemum vulgare;no;1;BIOPOP April 2005;Howarth, S. E. (1968): Biological flora of the British Isles: Chrysanthemum leucanthemum L. [56(2)]
29685;unknown;Potentilla norvegica;yes;1;BIOPOP April 2005;Werner, P. A. (1976): The biology of Canadian weeds. 18. Potentilla recta L., P.norvegica L. and P.argentea L. [56]
29349;unknown;Potentilla recta;no;1;BIOPOP April 2005;Werner, P. A. (1976): The biology of Canadian weeds. 18. Potentilla recta L., P.norvegica L. and P.argentea L. [56]
31956;unknown;Galium aparine;yes;1;BIOPOP April 2005;Taylor, K. (1999): Biological flora of the British Isles: Galium aparine L.
2778;unknown;Anthemis cotula;yes;1;BIOPOP April 2005;Kay, Q. O. N. (1971): Biological flora of the British Isles: Anthemis cotula L.
25232;unknown;Myriophyllum spicatum;yes;1;BIOPOP April 2005;Aiken, S. G.(1979): The biology of Canadian weeds. 34. Myriophyllum spicatum L.
43116;unknown;Sorghum halepense;no;1;BIOPOP April 2005;Warwick, S. I. (1983): The biology of Canadian weeds. 61. Sorghum halepense (L.) Pers.
26442;unknown;Oenothera biennis;no;1;BIOPOP April 2005;Hall, I. V.(1988): The biology of Canadian weeds. 84. Oenothera biennis L.
26442;unknown;Oenothera biennis;yes;1;BIOPOP April 2005;Hall, I. V.(1988): The biology of Canadian weeds. 84. Oenothera biennis L.
7788;unknown;Helianthus tuberosus;yes;1;BIOPOP April 2005;Swanton, C. J.(1992): The biology of Canadian weeds. 101. Helianthus tuberosus L.
7788;unknown;Helianthus tuberosus;no;1;BIOPOP April 2005;Swanton, C. J.(1992): The biology of Canadian weeds. 101. Helianthus tuberosus L.
13454;unknown;Sinapis arvensis;no;1;BIOPOP April 2005;Mulligan, G. A. (1975): The biology of Canadian weeds. 8. Sinapis arvensis L.
13454;unknown;Sinapis arvensis;yes;1;BIOPOP April 2005;Mulligan, G. A. (1975): The biology of Canadian weeds. 8. Sinapis arvensis L.
3084;unknown;Crepis tectorum;no;1;BIOPOP April 2005;Najda, H. G.(1982): The biology of Canadian weeds. 54. Crepis tectorum L.
3084;unknown;Crepis tectorum;yes;1;BIOPOP April 2005;Najda, H. G.(1982): The biology of Canadian weeds. 54. Crepis tectorum L.
10168;unknown;Xanthium strumarium;yes;1;BIOPOP April 2005;Weaver, S. E. (1983): The biology of Canadian weeds. 56. Xanthium strumarium L.
5614;unknown;Aster novae-angliae;yes;1;BIOPOP April 2005;Frijters, D. (1978): Mechanisms of developmental integration of Aster novae-angliae L. and Hieracium murorum L.
14443;unknown;Hieracium murorum;yes;1;BIOPOP April 2005;Frijters, D. (1978): Mechanisms of developmental integration of Aster novae-angliae L. and Hieracium murorum L.
25668;unknown;Malva pusilla;yes;1;BIOPOP April 2005;Makowski, R. M. D. (1989): The biology of Canadian weeds. 91. Malva pusilla Sm. (=M. rotundifolia L.).
17252;unknown;Silene noctiflora;no;1;BIOPOP April 2005;McNeill, J. (1980): The biology of Canadian weeds. 46. Silene noctiflora L.
26504;unknown;Epilobium palustre;yes;1;BIOPOP April 2005;Kytˆvuori, J. (1969): Epilobium davuricum in Eastern Fennoscandia compared with Epilobium palustre.  A morphological, ecological and distributional study.
166;unknown;Equisetum arvense;yes;1;BIOPOP April 2005;Cody, W. J. (1980): The biology of Canadian weeds. 49. Equisetum arvense L.
22147;unknown;Vicia tetrasperma;yes;1;BIOPOP April 2005;Aarssen, L.W.(1986): The biology of Canadian weeds 76: Vicia angustifolia L. , V.  cracca L. , V.  sativa L. , V.  tetrasperma (L. ) Schreb.  and V.  villosa Roth.
24648;unknown;Galeopsis tetrahit;yes;1;BIOPOP April 2005;O'Donovan, J.T. (1987): The biology of Canadian weeds. 78. Galeopsis tetrahit L.
23212;unknown;Hypericum perforatum;yes;1;BIOPOP April 2005;Crompton, C. W.(1988): The biology of Canadian weeds. 83. Hypericum perforatum.
43060;unknown;Poa annua;no;1;BIOPOP April 2005;Warwick, S. I. (1979): The biology of Canadian weeds. 37: Poa annua L.
43060;unknown;Poa annua;yes;1;BIOPOP April 2005;Warwick, S. I. (1979): The biology of Canadian weeds. 37: Poa annua L.
43456;unknown;Setaria pumila;yes;1;BIOPOP April 2005;Steel, M. G.(1983): The biology of Canadian weeds. 59. Setaria glauca (L.) Beauv. and S. verticillata (L.) Beauv.
4154;unknown;Arctium minus;yes;1;BIOPOP April 2005;Gross, R. S.(1980): The biology of Canadian weeds. 38. Arctium minus (Hill.) Bernh. and Arctium lappa L.
6084;unknown;Arctium lappa;yes;1;BIOPOP April 2005;Gross, R. S.(1980): The biology of Canadian weeds. 38. Arctium minus (Hill.) Bernh. and Arctium lappa L.
35403;unknown;Viola arvensis;yes;1;BIOPOP April 2005;Doohan, D. J. (1992): The biology of Canadian weeds. 99. Viola arvensis Murr.
43966;unknown;Potamogeton crispus;yes;1;BIOPOP April 2005;Catling, P. M. (1985): The biology of Canadian weeds. 69. Potamogeton crispus L.
43966;unknown;Potamogeton crispus;no;1;BIOPOP April 2005;Catling, P. M. (1985): The biology of Canadian weeds. 69. Potamogeton crispus L.
17675;unknown;Atriplex patula;yes;1;BIOPOP April 2005;Bassett, I. J. (1987): The biology of Canadian weeds. 81. Atriplex patula L., A. prostata Boucher ex DC. and A. rosea L.
17675;unknown;Atriplex patula;no;1;BIOPOP April 2005;Bassett, I. J. (1987): The biology of Canadian weeds. 81. Atriplex patula L., A. prostata Boucher ex DC. and A. rosea L.
17679;unknown;Atriplex rosea;yes;1;BIOPOP April 2005;Bassett, I. J. (1987): The biology of Canadian weeds. 81. Atriplex patula L., A. prostata Boucher ex DC. and A. rosea L.
20189;unknown;Euphorbia helioscopia;no;1;BIOPOP April 2005;Kirchner, O. v.(1930): Lebensgeschichte der Bl¸tenpflanzen Mitteleuropas.  Euphorbiaceae
1134;unknown;Pimpinella major;yes;1;BIOPOP April 2005;Wydler, H. (1860): Kleinere Beitr‰ge zur Kenntnis einheimischer Gew‰chse.
22557;unknown;Geranium sanguineum;yes;1;BIOPOP April 2005;Wydler, H. (1860): Kleinere Beitr‰ge zur Kenntnis einheimischer Gew‰chse.
27977;unknown;Reseda luteola;no;1;BIOPOP April 2005;Wydler, H. (1860): Kleinere Beitr‰ge zur Kenntnis einheimischer Gew‰chse.
13930;unknown;Sisymbrium loeselii;yes;1;BIOPOP April 2005;Wydler, H. (1860): Kleinere Beitr‰ge zur Kenntnis einheimischer Gew‰chse.
35149;unknown;Urtica dioica;yes;1;BIOPOP April 2005;Greig-Smith, P. (1948): Biological flora of the British Isles: Urtica dioica L.
35149;unknown;Urtica dioica;no;1;BIOPOP April 2005;Greig-Smith, P. (1948): Biological flora of the British Isles: Urtica dioica L.
684;unknown;Picea glauca;no;1;BIOPOP April 2005;Humphries, C. J.(1990): Der Kosmos-Baumf¸hrer
44736;unknown;Fallopia convolvulus;yes;1;BIOPOP April 2005;Hume, L.(1983): The biology of Canadian weeds. 60. Polygonum convolvulus L.
11720;unknown;Betula pendula;yes;1;BIOPOP April 2005;Atkinson, M. D. (1992): Biological flora of the British Isles: Betula pendula Roth (B. verrucosa Ehrh. ) and B. pubescens Ehrh.
24650;unknown;Glechoma hederacea;yes;1;BIOPOP April 2005;Hutchings, M. J. (1999): Biological flora of the British Isles: Glechoma hederacea L. (Nepeta glechoma Benth., N. hederacea (L.) Trev.).
25500;unknown;Papaver argemone;yes;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
25513;unknown;Papaver dubium;yes;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
25577;unknown;Papaver rhoeas;yes;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
25595;unknown;Papaver hybridum;yes;1;BIOPOP April 2005;McNaughton, I. H. (1964): Biological flora of the British Isles: Papaver rhoeas L., P. dubium (L.).
5024;unknown;Cirsium arvense;yes;1;BIOPOP April 2005;Moore, R. J. (1975): The biology of Canadian weeds 13. Cirsium arvense (L.) Scop.
11715;unknown;Betula nana;yes;1;BIOPOP April 2005;De Groot, W. J.(1997): Biological flora of the British Isles: Betula nana L. and Betula glandulosa Michx.
36357;unknown;Tamus communis;no;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
34907;unknown;Datura stramonium;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
34958;unknown;Solanum nigrum;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
35087;unknown;Atropa bella-donna;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
34606;unknown;Daphne laureola;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
1410;unknown;Conium maculatum;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
10452;unknown;Senecio jacobaea;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
17842;unknown;Chenopodium album;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
28783;unknown;Anagallis arvensis;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
22485;unknown;Fagus sylvatica;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
18478;unknown;Bryonia cretica s. dioica;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
27279;unknown;Aconitum napellus;no;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
21307;unknown;Galega officinalis;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
21420;unknown;Melilotus alba;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
16318;unknown;Agrostemma githago;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
13549;unknown;Raphanus raphanistrum;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
27702;unknown;Fagopyrum esculentum;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
26381;unknown;Fraxinus excelsior;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
21757;unknown;Cytisus scoparius;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
26717;unknown;Ranunculus sceleratus;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
26865;unknown;Ranunculus acris;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
27081;unknown;Helleborus foetidus;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
22213;unknown;Melilotus altissima;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
22218;unknown;Melilotus officinalis;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
25275;unknown;Viscum album;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
25435;unknown;Chelidonium majus;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
19987;unknown;Mercurialis perennis;no;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
20019;unknown;Mercurialis annua;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
20109;unknown;Euphorbia peplus;no;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
20109;unknown;Euphorbia peplus;yes;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
34907;unknown;Datura stramonium;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
34915;unknown;Solanum tuberosum;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
34958;unknown;Solanum nigrum;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
33178;unknown;Digitalis purpurea;no;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
59605;unknown;Chaerophyllum temulum;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
3665;unknown;Arnica montana;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
3665;unknown;Arnica montana;no;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
1156;unknown;Oenanthe aquatica;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
12210;unknown;Symphytum asperum;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
12519;unknown;Cynoglossum officinale;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
1410;unknown;Conium maculatum;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
1502;unknown;Aethusa cynapium;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
10128;unknown;Tanacetum vulgare;no;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
7940;unknown;Lactuca virosa;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
13400;unknown;Armoracia rusticana;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
27601;unknown;Rumex acetosella;no;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
27601;unknown;Rumex acetosella;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
16443;unknown;Cucubalus baccifer;yes;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
